,0,1,2,3,4,5,6,7,8,9
0,4295,1862,941,330,196,122,48,18,15,6
1,1303,1060,962,157,159,59,71,22,3,6
2,2557,488,694,190,115,143,33,11,13,2
3,2325,1583,1113,269,199,123,19,32,8,8
4,737,2340,752,443,168,117,59,35,2,8
5,756,2097,569,268,192,137,75,18,15,7
6,498,1927,242,216,70,118,30,10,17,7
7,251,612,92,160,90,135,24,25,15,5
8,4779,1104,168,314,94,12,4,9,14,8
9,150,424,358,619,191,112,8,33,12,2
10,868,947,599,9,218,50,22,13,14,6
11,4912,1278,650,564,53,54,16,37,1,3
12,258,1861,1039,201,201,32,57,21,18,2
13,4717,906,176,481,187,88,19,6,17,0
14,4131,1129,731,536,241,15,32,37,8,1
15,159,1797,579,176,276,36,60,21,3,0
16,809,301,858,7,164,116,54,38,13,2
17,4896,1982,218,445,146,139,18,5,14,6
18,4088,1425,959,128,263,9,49,2,7,6
19,753,951,255,38,61,123,6,9,9,6
20,3020,2473,482,559,309,110,45,25,14,4
21,3159,2238,86,452,282,62,8,33,5,1
22,2322,1927,1128,170,212,83,33,16,7,3
23,1267,553,103,137,165,39,33,13,0,5
24,2688,963,1175,415,36,65,20,36,10,4
25,2751,766,68,501,84,46,72,31,7,8
26,4740,436,550,35,224,64,76,37,12,2
27,4041,1254,342,6,127,107,52,8,18,7
28,1208,1235,43,350,174,17,53,27,13,2
29,1412,1932,920,601,2,18,18,0,18,3
30,2245,458,58,412,124,33,47,4,18,2
31,1602,356,181,288,296,7,31,37,11,6
32,1275,110,351,209,137,23,14,31,1,4
33,540,474,284,152,131,156,33,10,3,7
34,447,1203,552,304,135,85,58,25,2,3
35,862,1968,1157,289,86,149,25,38,3,8
36,692,2002,431,367,58,25,66,12,8,2
37,2087,1512,855,313,34,94,74,17,7,4
38,2721,2256,402,196,261,132,49,6,15,7
39,1914,2014,955,229,42,140,34,19,5,1
40,2227,2021,1118,465,249,106,30,30,16,7
41,3838,372,509,147,156,30,12,29,11,1
42,1815,268,464,304,131,75,22,4,4,5
43,3442,1199,1233,500,154,83,26,14,18,4
44,1586,2199,828,183,207,4,50,1,0,7
45,3298,1036,1064,277,271,31,71,14,3,0
46,1975,1011,314,51,119,103,16,31,14,7
47,3529,490,423,84,305,139,49,23,9,6
48,3442,731,1238,402,205,88,62,13,0,5
49,4952,1196,545,330,203,133,43,12,10,7
50,3023,700,758,122,62,81,61,4,15,5
51,252,620,486,598,72,25,22,15,0,5
52,4318,2475,83,129,275,142,11,14,11,6
53,3745,410,939,152,107,15,27,13,10,0
54,462,1395,620,584,48,63,62,18,12,8
55,4483,71,1241,371,157,130,63,14,7,8
56,3791,240,1177,225,1,118,54,4,11,5
57,3591,2073,741,271,147,36,53,21,1,6
58,935,52,749,50,155,76,8,30,6,4
59,2776,1267,220,616,194,33,42,27,13,4
60,3682,1761,1252,465,297,17,66,3,9,7
61,3770,2241,987,346,50,134,58,20,5,0
62,3620,223,934,488,10,0,21,29,4,3
63,43,1721,310,344,151,16,8,25,11,8
64,2648,2223,261,525,61,28,51,28,16,5
65,1339,1023,426,245,217,51,32,22,13,8
66,758,134,1184,170,157,153,39,7,8,7
67,3690,1970,1159,602,206,27,73,26,15,1
68,3938,1399,712,195,277,127,67,33,3,8
69,2837,2287,578,534,15,70,35,20,16,2
70,3818,1174,930,260,245,135,52,23,1,0
71,1868,2227,535,151,245,14,47,9,4,4
72,243,488,48,44,199,36,48,35,5,5
73,1901,1102,629,127,3,47,5,3,12,3
74,972,971,643,533,141,131,70,0,2,2
75,2361,393,15,10,173,108,31,23,13,8
76,25,233,4,626,154,40,32,23,9,4
77,4494,2405,454,167,45,155,28,24,4,5
78,3131,1112,492,585,71,95,10,23,18,2
79,508,1956,52,67,20,141,47,28,17,7
80,1021,567,1209,501,186,69,31,30,6,7
81,4837,834,1218,521,218,82,67,19,9,3
82,650,2003,760,524,203,14,60,11,17,6
83,4302,617,422,475,132,110,37,14,10,1
84,1380,104,1073,99,32,152,48,20,14,8
85,3433,2081,1186,569,214,28,13,28,17,5
86,2904,876,1145,228,254,92,46,4,12,4
87,1117,2125,954,103,212,87,0,33,2,3
88,2461,268,664,167,264,17,47,8,13,8
89,982,2095,296,83,211,36,12,0,3,5
90,4183,512,709,68,156,11,31,10,15,3
91,1969,196,337,575,68,112,25,17,4,6
92,3868,994,1152,140,26,42,57,4,1,6
93,1659,2088,199,465,266,46,66,8,16,7
94,2479,56,345,269,180,119,20,28,11,3
95,2488,2320,503,628,38,12,58,17,12,7
